0000000008|00000003|00-05|17.883335
0000000008|00000167|00-05|30.316668
0000000008|00000034|00-05|1.5333333
0000000008|00000180|00-05|11.233334
0000000008|00000101|00-05|48.816666
0000000008|00000116|00-05|9.783333
0000000008|00000173|00-05|4.6000004
0000000008|00000191|00-05|32.199997
0000000008|00000162|00-05|19.400002
0000000008|00000142|00-05|16.1
0000000008|00000124|05-12|34.233334
0000000008|00000019|05-12|31.45
0000000008|00000157|05-12|5.1833334
0000000008|00000066|05-12|10.366667
0000000008|00000067|05-12|12.45
0000000008|00000003|05-12|58.56667
0000000008|00000167|05-12|48.316673
0000000008|00000034|05-12|19.85
0000000008|00000180|05-12|15.066668
0000000008|00000101|05-12|66.31667
0000000008|00000116|05-12|13.916667
0000000008|00000191|05-12|56.100002
0000000008|00000173|05-12|10.9
0000000008|00000162|05-12|18.06667
0000000008|00000142|05-12|11.183332
0000000008|00000124|12-24|2.4833333
0000000008|00000019|12-24|52.950005
0000000008|00000157|12-24|34.699997
0000000008|00000066|12-24|21.333332
0000000008|00000067|12-24|64.41667
0000000008|00000003|12-24|84.5
0000000008|00000167|12-24|41.75
0000000008|00000034|12-24|45.98333
0000000008|00000180|12-24|15.833333
0000000008|00000101|12-24|119.73333
0000000008|00000116|12-24|32.449997
0000000008|00000191|12-24|93.7
0000000008|00000173|12-24|41.500004
0000000008|00000162|12-24|34.466667
0000000008|00000142|12-24|33.633335
0000000009|00000124|00-05|12.533333
0000000009|00000056|00-05|13.816666
0000000009|00000092|00-05|17.55
0000000009|00000047|00-05|15.4
0000000009|00000148|00-05|9.566667
0000000009|00000135|00-05|18.3
0000000009|00000155|00-05|28.7
0000000009|00000145|00-05|17.55
0000000009|00000069|00-05|23.05
0000000009|00000098|00-05|17.116667
0000000009|00000156|00-05|7.0166664
0000000009|00000024|00-05|0.73333335
0000000009|00000187|00-05|30.683334
0000000009|00000017|00-05|6.266667
0000000009|00000041|00-05|5.1666665
0000000009|00000183|00-05|26.366667
0000000009|00000150|00-05|4.483333
0000000009|00000080|00-05|22.433334
0000000009|00000062|00-05|17.583334
0000000009|00000124|05-12|28.733334
0000000009|00000092|05-12|8.8
0000000009|00000056|05-12|23.866665
0000000009|00000047|05-12|21.433332
0000000009|00000135|05-12|42.0
0000000009|00000155|05-12|3.3833332
0000000009|00000145|05-12|0.28333333
0000000009|00000069|05-12|27.199999
0000000009|00000156|05-12|66.78333
0000000009|00000098|05-12|9.733334
0000000009|00000025|05-12|10.766666
0000000009|00000187|05-12|30.183334
0000000009|00000017|05-12|43.01667
0000000009|00000041|05-12|0.21666667
0000000009|00000183|05-12|24.016666
0000000009|00000150|05-12|14.233334
0000000009|00000080|05-12|27.116667
0000000009|00000062|05-12|27.866665
0000000009|00000124|12-24|61.733334
0000000009|00000056|12-24|7.5833335
0000000009|00000092|12-24|29.083332
0000000009|00000047|12-24|41.466663
0000000009|00000148|12-24|5.05
0000000009|00000135|12-24|34.699997
0000000009|00000155|12-24|59.400005
0000000009|00000069|12-24|34.38333
0000000009|00000156|12-24|39.56666
0000000009|00000098|12-24|37.216667
0000000009|00000025|12-24|16.716667
0000000009|00000024|12-24|3.45
0000000009|00000187|12-24|69.23334
0000000009|00000017|12-24|43.716667
0000000009|00000041|12-24|12.433333
0000000009|00000183|12-24|56.66666
0000000009|00000150|12-24|13.516666
0000000009|00000080|12-24|112.38333
0000000009|00000062|12-24|39.533333
0000000010|00000194|00-05|207.84999
0000000010|00000169|00-05|90.8
0000000010|00000194|05-12|340.25
0000000010|00000169|05-12|74.833336
0000000010|00000194|12-24|552.0168
0000000010|00000169|12-24|165.28333
0000000011|00000056|00-05|8.866667
0000000011|00000092|00-05|6.2833333
0000000011|00000094|00-05|18.25
0000000011|00000155|00-05|8.183333
0000000011|00000145|00-05|6.816667
0000000011|00000096|00-05|5.5666666
0000000011|00000156|00-05|5.3500004
0000000011|00000012|00-05|29.250002
0000000011|00000168|00-05|4.6666665
0000000011|00000025|00-05|37.3
0000000011|00000189|00-05|31.116667
0000000011|00000030|00-05|8.933333
0000000011|00000111|00-05|15.616666
0000000011|00000175|00-05|3.3833332
0000000011|00000117|00-05|0.016666668
0000000011|00000104|00-05|30.483334
0000000011|00000173|00-05|1.1
0000000011|00000172|00-05|9.383333
0000000011|00000088|00-05|14.3
0000000011|00000153|00-05|19.05
0000000011|00000074|00-05|1.1333333
0000000011|00000073|00-05|8.716667
0000000011|00000053|00-05|14.883333
0000000011|00000071|00-05|9.150001
0000000011|00000092|05-12|12.466667
0000000011|00000094|05-12|30.6
0000000011|00000145|05-12|14.016667
0000000011|00000096|05-12|15.300001
0000000011|00000168|05-12|5.116667
0000000011|00000189|05-12|19.449999
0000000011|00000025|05-12|18.55
0000000011|00000030|05-12|6.083333
0000000011|00000111|05-12|19.55
0000000011|00000175|05-12|16.966667
0000000011|00000117|05-12|10.35
0000000011|00000173|05-12|24.25
0000000011|00000172|05-12|25.583332
0000000011|00000153|05-12|12.933333
0000000011|00000088|05-12|26.65
0000000011|00000074|05-12|8.366667
0000000011|00000073|05-12|14.95
0000000011|00000071|05-12|15.316667
0000000011|00000053|05-12|8.633333
0000000011|00000056|05-12|24.53333
0000000011|00000155|05-12|17.866667
0000000011|00000156|05-12|7.2499995
0000000011|00000012|05-12|24.433336
0000000011|00000104|05-12|35.033333
0000000011|00000161|05-12|1.9666667
0000000011|00000092|12-24|27.766666
0000000011|00000094|12-24|34.133335
0000000011|00000145|12-24|13.183333
0000000011|00000096|12-24|27.466665
0000000011|00000168|12-24|19.25
0000000011|00000025|12-24|21.116665
0000000011|00000189|12-24|18.550001
0000000011|00000030|12-24|20.800001
0000000011|00000111|12-24|25.616667
0000000011|00000175|12-24|15.233334
0000000011|00000117|12-24|31.216665
0000000011|00000173|12-24|46.066666
0000000011|00000172|12-24|29.116667
0000000011|00000153|12-24|55.283325
0000000011|00000088|12-24|32.75
0000000011|00000074|12-24|11.516666
0000000011|00000073|12-24|33.533337
0000000011|00000071|12-24|18.116667
0000000011|00000053|12-24|31.600002
0000000011|00000056|12-24|20.533335
0000000011|00000155|12-24|39.81667
0000000011|00000156|12-24|7.6
0000000011|00000012|12-24|41.86667
0000000011|00000104|12-24|66.183334
0000000011|00000161|12-24|28.916666
0000000012|00000110|00-05|76.8
0000000012|00000006|00-05|29.633333
0000000012|00000005|00-05|41.483334
0000000012|00000114|05-12|28.416666
0000000012|00000005|05-12|5.4
0000000012|00000110|12-24|46.8
0000000012|00000114|12-24|13.8
0000000013|00000078|00-05|7.9833336
0000000013|00000079|00-05|13.783333
0000000013|00000048|00-05|55.06667
0000000013|00000118|00-05|39.800003
0000000013|00000034|00-05|55.100002
0000000013|00000081|00-05|107.25
0000000013|00000078|05-12|19.983334
0000000013|00000048|05-12|104.71666
0000000013|00000079|05-12|61.88334
0000000013|00000118|05-12|62.449997
0000000013|00000081|05-12|79.88334
0000000013|00000034|05-12|86.51667
0000000013|00000078|12-24|44.149998
0000000013|00000048|12-24|176.66663
0000000013|00000079|12-24|77.6
0000000013|00000118|12-24|43.25
0000000013|00000081|12-24|208.61667
0000000013|00000034|12-24|169.11667
0000000014|00000128|00-05|75.65
0000000014|00000127|00-05|92.40001
0000000014|00000106|00-05|70.11666
0000000014|00000060|00-05|6.45
0000000014|00000166|00-05|30.116665
0000000014|00000005|00-05|5.8166666
0000000014|00000160|00-05|18.683332
0000000014|00000128|05-12|101.86666
0000000014|00000127|05-12|109.76668
0000000014|00000106|05-12|115.700005
0000000014|00000099|05-12|1.0666667
0000000014|00000166|05-12|37.916668
0000000014|00000060|05-12|24.85
0000000014|00000005|05-12|0.46666667
0000000014|00000160|05-12|12.816667
0000000014|00000128|12-24|149.78333
0000000014|00000127|12-24|143.25
0000000014|00000106|12-24|206.66667
0000000014|00000099|12-24|41.083336
0000000014|00000060|12-24|15.349999
0000000014|00000166|12-24|140.36665
0000000014|00000005|12-24|12.833333
0000000014|00000160|12-24|2.0833333
0000000015|00000031|00-05|9.683332
0000000015|00000077|00-05|107.58332
0000000015|00000192|00-05|18.05
0000000015|00000098|00-05|20.4
0000000015|00000152|00-05|118.549995
0000000015|00000001|00-05|8.833333
0000000015|00000015|00-05|13.766666
0000000015|00000031|05-12|2.85
0000000015|00000077|05-12|143.46666
0000000015|00000192|05-12|26.25
0000000015|00000098|05-12|47.033333
0000000015|00000152|05-12|155.40001
0000000015|00000001|05-12|14.583333
0000000015|00000015|05-12|28.883335
0000000015|00000031|12-24|48.700005
0000000015|00000077|12-24|285.19998
0000000015|00000192|12-24|23.733335
0000000015|00000098|12-24|26.350002
0000000015|00000152|12-24|260.41666
0000000015|00000001|12-24|39.716667
0000000015|00000015|12-24|35.55
0000000016|00000122|00-05|15.433333
0000000016|00000101|00-05|38.116665
0000000016|00000057|00-05|24.95
0000000016|00000134|00-05|42.149998
0000000016|00000184|00-05|46.5
0000000016|00000114|00-05|61.916668
0000000016|00000085|00-05|23.900002
0000000016|00000150|00-05|23.48333
0000000016|00000199|00-05|15.933333
0000000016|00000101|05-12|79.850006
0000000016|00000122|05-12|67.98334
0000000016|00000057|05-12|23.8
0000000016|00000134|05-12|57.76667
0000000016|00000184|05-12|54.68334
0000000016|00000114|05-12|41.966663
0000000016|00000085|05-12|36.63333
0000000016|00000150|05-12|35.733334
0000000016|00000199|05-12|19.983334
0000000016|00000122|12-24|105.13335
0000000016|00000101|12-24|83.249985
0000000016|00000057|12-24|67.28334
0000000016|00000134|12-24|92.66667
0000000016|00000184|12-24|74.31667
0000000016|00000114|12-24|71.16667
0000000016|00000085|12-24|81.9
0000000016|00000150|12-24|76.93333
0000000016|00000199|12-24|60.850002
0000000017|00000040|00-05|100.65
0000000017|00000047|00-05|9.783334
0000000017|00000164|00-05|109.13334
0000000017|00000130|00-05|1.3333334
0000000017|00000052|00-05|71.88333
0000000017|00000035|00-05|0.96666664
0000000017|00000040|05-12|163.40001
0000000017|00000176|05-12|13.599999
0000000017|00000164|05-12|114.333336
0000000017|00000130|05-12|4.733333
0000000017|00000052|05-12|120.950005
0000000017|00000035|05-12|0.6666667
0000000017|00000040|12-24|281.51666
0000000017|00000047|12-24|3.6833334
0000000017|00000176|12-24|4.8166666
0000000017|00000164|12-24|272.31668
0000000017|00000052|12-24|141.31664
0000000017|00000035|12-24|6.616667
0000000018|00000091|00-05|36.55
0000000018|00000158|00-05|62.1
0000000018|00000121|00-05|10.85
0000000018|00000068|00-05|12.083333
0000000018|00000095|00-05|3.1
0000000018|00000104|00-05|11.266666
0000000018|00000021|00-05|17.75
0000000018|00000029|00-05|4.5333333
0000000018|00000088|00-05|12.533333
0000000018|00000087|00-05|3.4666667
0000000018|00000007|00-05|6.95
0000000018|00000131|00-05|0.8666667
0000000018|00000169|00-05|32.433334
0000000018|00000036|00-05|72.61667
0000000018|00000142|00-05|4.1
0000000018|00000091|05-12|57.966663
0000000018|00000158|05-12|38.616665
0000000018|00000121|05-12|8.966667
0000000018|00000068|05-12|28.366665
0000000018|00000095|05-12|70.7
0000000018|00000104|05-12|16.983334
0000000018|00000021|05-12|7.1833334
0000000018|00000029|05-12|51.416664
0000000018|00000088|05-12|4.4333334
0000000018|00000087|05-12|6.2
0000000018|00000007|05-12|0.6333333
0000000018|00000131|05-12|33.133335
0000000018|00000169|05-12|47.949997
0000000018|00000036|05-12|27.483334
0000000018|00000142|05-12|10.466667
0000000018|00000091|12-24|21.099998
0000000018|00000158|12-24|33.716667
0000000018|00000121|12-24|60.233334
0000000018|00000095|12-24|47.2
0000000018|00000068|12-24|38.983334
0000000018|00000029|12-24|20.15
0000000018|00000007|12-24|46.86667
0000000018|00000169|12-24|23.599998
0000000018|00000036|12-24|225.55
0000000018|00000104|12-24|88.7
0000000018|00000021|12-24|22.366665
0000000018|00000088|12-24|22.4
0000000018|00000087|12-24|7.55
0000000018|00000131|12-24|29.699999
0000000018|00000142|12-24|14.883333
0000000019|00000040|00-05|36.683334
0000000019|00000113|00-05|3.3333333
0000000019|00000137|00-05|23.15
0000000019|00000010|00-05|59.283333
0000000019|00000114|00-05|8.083333
0000000019|00000020|00-05|29.416666
0000000019|00000097|00-05|7.0333333
0000000019|00000014|00-05|12.283333
0000000019|00000033|00-05|8.766666
0000000019|00000083|00-05|85.183334
0000000019|00000022|00-05|24.233334
0000000019|00000040|05-12|22.85
0000000019|00000113|05-12|15.7
0000000019|00000137|05-12|13.599999
0000000019|00000010|05-12|17.4
0000000019|00000020|05-12|67.066666
0000000019|00000097|05-12|31.3
0000000019|00000114|05-12|60.266663
0000000019|00000014|05-12|84.066666
0000000019|00000033|05-12|8.583333
0000000019|00000083|05-12|1.8499999
0000000019|00000022|05-12|92.666664
0000000019|00000040|12-24|33.26667
0000000019|00000113|12-24|115.28334
0000000019|00000137|12-24|62.916668
0000000019|00000010|12-24|20.266666
0000000019|00000020|12-24|2.2
0000000019|00000097|12-24|52.15
0000000019|00000114|12-24|120.85
0000000019|00000014|12-24|94.95
0000000019|00000033|12-24|8.666666
0000000019|00000083|12-24|110.200005
0000000019|00000022|12-24|89.65
0000000020|00000124|00-05|43.93333
0000000020|00000196|00-05|13.933332
0000000020|00000093|00-05|48.150005
0000000020|00000110|00-05|33.766666
0000000020|00000102|00-05|10.55
0000000020|00000143|00-05|47.216667
0000000020|00000074|00-05|14.583333
0000000020|00000118|00-05|17.816666
0000000020|00000001|00-05|20.566666
0000000020|00000026|00-05|5.2
0000000020|00000199|00-05|30.633333
0000000020|00000035|00-05|12.799999
0000000020|00000124|05-12|50.933334
0000000020|00000093|05-12|39.933334
0000000020|00000155|05-12|3.9166667
0000000020|00000128|05-12|0.8
0000000020|00000126|05-12|11.15
0000000020|00000143|05-12|38.483334
0000000020|00000176|05-12|1.4833333
0000000020|00000001|05-12|26.966665
0000000020|00000199|05-12|36.4
0000000020|00000035|05-12|42.500004
0000000020|00000196|05-12|55.566658
0000000020|00000110|05-12|24.599998
0000000020|00000102|05-12|17.55
0000000020|00000118|05-12|26.633331
0000000020|00000074|05-12|37.61667
0000000020|00000071|05-12|3.5
0000000020|00000124|12-24|79.31666
0000000020|00000009|12-24|6.0666666
0000000020|00000093|12-24|52.23334
0000000020|00000155|12-24|5.5666666
0000000020|00000128|12-24|5.0666666
0000000020|00000143|12-24|67.61667
0000000020|00000176|12-24|8.8
0000000020|00000001|12-24|48.933334
0000000020|00000199|12-24|49.78333
0000000020|00000035|12-24|54.73333
0000000020|00000196|12-24|63.333336
0000000020|00000110|12-24|62.233337
0000000020|00000102|12-24|83.34999
0000000020|00000103|12-24|1.3166667
0000000020|00000074|12-24|60.350002
0000000020|00000118|12-24|70.65
0000000021|00000040|00-05|2.0666666
0000000021|00000122|00-05|5.95
0000000021|00000077|00-05|3.1166666
0000000021|00000174|00-05|15.533333
0000000021|00000021|00-05|11.783333
0000000021|00000106|00-05|1.8166666
0000000021|00000027|00-05|246.41669
0000000021|00000018|00-05|8.283333
0000000021|00000040|05-12|2.4666667
0000000021|00000122|05-12|10.233334
0000000021|00000077|05-12|0.033333335
0000000021|00000174|05-12|3.35
0000000021|00000157|05-12|19.150002
0000000021|00000106|05-12|14.216666
0000000021|00000168|05-12|7.233333
0000000021|00000027|05-12|337.6
0000000021|00000018|05-12|21.866667
0000000021|00000040|12-24|0.45
0000000021|00000122|12-24|9.483334
0000000021|00000077|12-24|8.6
0000000021|00000174|12-24|22.149998
0000000021|00000157|12-24|14.599999
0000000021|00000106|12-24|48.233334
0000000021|00000021|12-24|11.083334
0000000021|00000168|12-24|4.2333336
0000000021|00000027|12-24|585.7666
0000000021|00000018|12-24|6.9500003
0000000022|00000134|00-05|169.40001
0000000022|00000097|00-05|13.883332
0000000022|00000003|00-05|1.25
0000000022|00000039|00-05|3.2333333
0000000022|00000166|00-05|6.4333334
0000000022|00000189|00-05|7.083333
0000000022|00000112|00-05|6.883333
0000000022|00000032|00-05|0.98333335
0000000022|00000042|00-05|9.983334
0000000022|00000193|00-05|8.066667
0000000022|00000084|00-05|6.916667
0000000022|00000061|00-05|13.2
0000000022|00000150|00-05|5.9666667
0000000022|00000072|00-05|10.716667
0000000022|00000130|00-05|9.933332
0000000022|00000053|00-05|13.966665
0000000022|00000142|00-05|2.7666667
0000000022|00000051|00-05|8.75
0000000022|00000134|05-12|220.16667
0000000022|00000097|05-12|14.733333
0000000022|00000003|05-12|6.266667
0000000022|00000039|05-12|1.8833332
0000000022|00000166|05-12|23.316668
0000000022|00000189|05-12|10.016667
0000000022|00000112|05-12|13.583334
0000000022|00000032|05-12|22.333334
0000000022|00000042|05-12|8.016666
0000000022|00000193|05-12|17.716667
0000000022|00000084|05-12|5.383333
0000000022|00000061|05-12|9.633332
0000000022|00000150|05-12|10.783333
0000000022|00000130|05-12|6.366667
0000000022|00000072|05-12|20.316666
0000000022|00000053|05-12|6.183333
0000000022|00000142|05-12|13.349999
0000000022|00000051|05-12|8.549999
0000000022|00000134|12-24|377.75003
0000000022|00000097|12-24|7.7499995
0000000022|00000003|12-24|21.033333
0000000022|00000166|12-24|19.166664
0000000022|00000039|12-24|15.466666
0000000022|00000189|12-24|17.583334
0000000022|00000112|12-24|8.55
0000000022|00000032|12-24|23.7
0000000022|00000042|12-24|35.799995
0000000022|00000193|12-24|15.983334
0000000022|00000084|12-24|12.783334
0000000022|00000061|12-24|26.716667
0000000022|00000150|12-24|11.2
0000000022|00000072|12-24|20.983332
0000000022|00000130|12-24|22.300001
0000000022|00000053|12-24|28.716667
0000000022|00000142|12-24|19.183332
0000000022|00000051|12-24|33.283333
0000000023|00000068|00-05|7.5333333
0000000023|00000103|00-05|27.650002
0000000023|00000126|00-05|21.633335
0000000023|00000125|00-05|19.616669
0000000023|00000089|00-05|26.833332
0000000023|00000085|00-05|22.599998
0000000023|00000168|00-05|18.099998
0000000023|00000153|00-05|36.733334
0000000023|00000026|00-05|13.95
0000000023|00000129|00-05|26.416666
0000000023|00000179|00-05|25.2
0000000023|00000060|00-05|22.333332
0000000023|00000169|00-05|27.599998
0000000023|00000126|05-12|52.56667
0000000023|00000125|05-12|31.566668
0000000023|00000168|05-12|37.5
0000000023|00000179|05-12|29.383333
0000000023|00000026|05-12|36.7
0000000023|00000129|05-12|49.699997
0000000023|00000169|05-12|33.333336
0000000023|00000103|05-12|46.283333
0000000023|00000089|05-12|18.216667
0000000023|00000085|05-12|32.016666
0000000023|00000153|05-12|17.75
0000000023|00000060|05-12|21.483334
0000000023|00000099|05-12|12.950001
0000000023|00000126|12-24|63.733337
0000000023|00000125|12-24|24.766666
0000000023|00000168|12-24|61.433334
0000000023|00000179|12-24|51.366665
0000000023|00000026|12-24|54.150005
0000000023|00000129|12-24|87.549995
0000000023|00000169|12-24|54.016666
0000000023|00000182|12-24|1.6833333
0000000023|00000103|12-24|98.26667
0000000023|00000085|12-24|90.06667
0000000023|00000089|12-24|27.483334
0000000023|00000153|12-24|40.283333
0000000023|00000099|12-24|2.65
0000000023|00000060|12-24|59.08333
0000000024|00000093|00-05|2.6666667
0000000024|00000101|00-05|38.283333
0000000024|00000074|00-05|12.316667
0000000024|00000098|12-24|9.683333
0000000024|00000176|12-24|23.55
0000000024|00000074|12-24|120.25
0000000025|00000133|00-05|27.333334
0000000025|00000170|00-05|15.433333
0000000025|00000173|00-05|59.533333
0000000025|00000125|00-05|24.033333
0000000025|00000003|00-05|20.566668
0000000025|00000165|00-05|22.75
0000000025|00000013|00-05|11.533334
0000000025|00000199|00-05|15.75
0000000025|00000005|00-05|11.183333
0000000025|00000150|05-12|11.283334
0000000025|00000013|05-12|51.899998
0000000025|00000082|05-12|73.01666
0000000025|00000055|12-24|81.86667
0000000025|00000173|12-24|73.11667
0000000025|00000125|12-24|30.183334
0000000025|00000165|12-24|2.7166667
0000000025|00000150|12-24|14.683333
0000000025|00000199|12-24|15.75
0000000025|00000005|12-24|103.11667
0000000025|00000082|12-24|22.416666
0000000026|00000046|00-05|2.3833334
0000000026|00000170|00-05|13.383333
0000000026|00000115|00-05|2.4833333
0000000026|00000050|00-05|21.333334
0000000026|00000038|00-05|6.383333
0000000026|00000085|00-05|6.333333
0000000026|00000118|00-05|216.5
0000000026|00000053|00-05|1.6
0000000026|00000131|00-05|10.416667
0000000026|00000065|00-05|18.616667
0000000026|00000170|05-12|23.666668
0000000026|00000190|05-12|1.8
0000000026|00000115|05-12|15.233334
0000000026|00000085|05-12|21.483334
0000000026|00000038|05-12|18.5
0000000026|00000003|05-12|11.6
0000000026|00000050|05-12|1.7333333
0000000026|00000118|05-12|285.56662
0000000026|00000053|05-12|9.5
0000000026|00000131|05-12|24.833334
0000000026|00000065|05-12|2.9166667
0000000026|00000046|12-24|5.0666666
0000000026|00000170|12-24|10.183333
0000000026|00000190|12-24|29.083332
0000000026|00000115|12-24|32.533337
0000000026|00000003|12-24|6.866667
0000000026|00000050|12-24|49.283337
0000000026|00000085|12-24|24.166668
0000000026|00000038|12-24|12.983334
0000000026|00000118|12-24|477.06662
0000000026|00000131|12-24|29.199999
0000000026|00000053|12-24|26.366667
0000000026|00000065|12-24|15.366667
